summary,temperature,humidity,visibility,wind_speed,cloud_cover,precip_intensity
Clear,53.47,0.57,10,0.94,0,0
Clear,51.35,0.63,9.98,1.19,0.14,0
Clear,50.76,0.63,9.93,1.13,0,0
Clear,49.94,0.63,9.95,1.38,0,0
Clear,49.06,0.66,9.93,2.42,0,0
Clear,48.15,0.67,9.95,2.24,0,0
Clear,47.16,0.68,9.96,1.61,0.01,0
Clear,46.25,0.7,9.88,1.36,0.01,0
Clear,45.97,0.71,9.76,1.46,0.01,0
Clear,46.21,0.7,9.67,2.28,0.03,0
Clear,49.26,0.67,9.74,1.82,0.02,0
Clear,57.07,0.56,10,3.66,0.02,0
Clear,63.33,0.47,10,5.48,0.02,0
Clear,68.51,0.39,10,7.93,0.04,0
Clear,72.13,0.35,10,8.58,0.04,0
Clear,74.61,0.33,10,6.28,0.05,0
Clear,76.65,0.3,10,4.39,0.06,0
Clear,77.14,0.29,10,3.82,0.07,0
Clear,76.67,0.29,10,3.18,0.05,0
Clear,75.38,0.3,10,3.83,0.05,0
Clear,73.08,0.33,10,4.74,0.01,0
Clear,69.53,0.37,10,5.43,0.07,0
Clear,66.23,0.41,10,4.82,0.02,0
Clear,63.42,0.42,10,5.41,0,0
Clear,61.57,0.41,10,5.64,0.02,0
Clear,59.32,0.41,10,4.99,0.02,0
Clear,57.4,0.5,10,4.83,0.02,0
Clear,55.72,0.53,10,3.97,0.02,0
Clear,54.38,0.54,10,3.62,0.03,0
Clear,52.63,0.56,10,2.77,0.03,0
Clear,50.87,0.58,10,2.58,0.03,0
Clear,49.32,0.6,10,2.24,0.08,0
Clear,48.26,0.62,10,1.67,0.19,0
Cloudy,47.99,0.61,10,2.01,0.26,0
Cloudy,50.45,0.59,9.4,2.51,0.25,0
Cloudy,54.87,0.54,9.59,3.28,0.28,0
Clear,58.87,0.47,10,4.3,0.14,0
Clear,62.96,0.41,10,3.79,0.04,0
Clear,66.27,0.36,10,4.92,0.04,0
Clear,69.05,0.33,10,5.43,0.02,0
Clear,71.45,0.31,10,6.37,0.02,0
Clear,72.73,0.31,10,7.07,0.02,0
Clear,73.11,0.31,10,6.89,0.02,0
Clear,72.88,0.31,10,7.1,0.02,0
Clear,69.87,0.34,10,6.59,0.01,0
Clear,66.25,0.37,10,5.36,0.02,0
Clear,63.81,0.4,10,5.48,0,0
Clear,61.25,0.45,10,5.6,0.02,0
Clear,59.83,0.49,10,6.6,0.02,0
Clear,57.59,0.52,10,6.86,0.02,0
Clear,55.61,0.64,10,6.03,0.06,0
Cloudy,54.23,0.72,9.89,5.49,0.26,0
Cloudy,52.94,0.81,9.64,4.62,0.59,0
Cloudy,52.77,0.88,9.42,4.39,0.63,0
Cloudy,53.7,0.91,8.79,4.32,0.8,0
Cloudy,54.31,0.93,7.69,3.84,0.91,0
Cloudy,55.27,0.93,8.39,4.3,0.79,0
Cloudy,55.71,0.92,7.76,4.8,0.8,0
Cloudy,56.78,0.92,7.17,5.05,0.88,0
Cloudy,58.62,0.9,9.06,6.04,0.72,0
Cloudy,61.15,0.84,9.84,6.96,0.73,0
Cloudy,65.38,0.74,9.9,8.69,0.69,0
Cloudy,69.34,0.64,10,9.32,0.48,0
Clear,72.67,0.57,10,9.99,0.14,0
Clear,74.63,0.51,10,11.16,0.09,0
Clear,76.2,0.48,10,9.58,0.01,0
Clear,77.82,0.46,10,9.19,0.01,0
Clear,76.98,0.45,10,9.79,0.02,0
Clear,74.06,0.49,10,8.74,0.01,0
Clear,71.12,0.53,10,8.25,0,0
Clear,68.48,0.6,10,9.23,0,0
Clear,65.67,0.72,9.9,10.5,0.09,0
Cloudy,64.01,0.82,9.8,11.17,0.62,0
Cloudy,63.52,0.87,9.75,10.92,0.87,0
Cloudy,63.54,0.88,10,9.19,0.88,0
Cloudy,63.27,0.88,10,8.5,0.89,0
Cloudy,62.88,0.88,9.88,7.33,0.9,0
Cloudy,62.34,0.88,9.54,7.39,0.9,0
Cloudy,62.54,0.87,9.66,8.73,0.92,0
Cloudy,62.6,0.86,9.89,7.81,0.92,0
Cloudy,62.65,0.87,10,6.15,0.92,0
Cloudy,62.46,0.88,9.58,7.41,0.92,0.001
Cloudy,62.84,0.88,9.42,6.66,0.93,0.0013
Cloudy,63.84,0.87,9.6,7.38,0.92,0.0014
Cloudy,66.33,0.82,9.89,6.61,0.72,0.0012
Cloudy,69.23,0.72,10,8.54,0.48,0.0008
Cloudy,72.44,0.64,10,8.66,0.4,0
Cloudy,74.54,0.6,10,7.84,0.33,0
Cloudy,76.34,0.56,10,7.91,0.26,0
Clear,78.19,0.53,10,7.78,0.16,0
Clear,78.94,0.51,10,6.71,0.16,0
Clear,78.53,0.51,10,6.7,0.15,0
Clear,76.7,0.53,10,6.17,0.07,0
Clear,73.55,0.6,10,5.13,0.02,0
Clear,71.45,0.68,9.99,5.44,0.01,0
Clear,68.88,0.74,9.88,6.15,0.02,0
Cloudy,67.54,0.81,9.85,5.94,0.36,0
Cloudy,66.81,0.86,9.82,5.89,0.74,0
Cloudy,66.37,0.89,10,5.8,0.9,0
Cloudy,66.05,0.9,10,5.68,0.91,0
Cloudy,65.83,0.9,10,5.37,0.92,0.0008
Cloudy,65.7,0.9,9.85,5.19,0.81,0.0012
Overcast,65.66,0.9,9.57,5.2,0.95,0.0011
Overcast,65.41,0.91,9.53,5.79,0.96,0.0009
Overcast,65,0.9,9.47,5.37,0.97,0.0017
Overcast,64.93,0.9,9.21,5.08,0.96,0.0024
Cloudy,64.58,0.91,8.22,4.72,0.88,0.0033
Cloudy,65.43,0.91,7.34,5.01,0.77,0.0037
Cloudy,66.6,0.89,9.48,5.32,0.81,0.0031
Overcast,67.55,0.87,9.79,5.77,0.95,0.002
Overcast,68.16,0.85,9.96,6.25,0.97,0.0012
Cloudy,69.79,0.82,9.95,6.12,0.92,0
Cloudy,71.14,0.78,9.84,6.19,0.77,0
Cloudy,72.83,0.75,9.83,5.6,0.67,0
Cloudy,73.67,0.72,9.92,4.81,0.72,0.0011
Cloudy,73.72,0.7,9.91,5.42,0.84,0.0009
Cloudy,72.9,0.73,9.94,4.78,0.83,0.0016
Cloudy,71.95,0.76,9.83,5.46,0.8,0
Cloudy,70.99,0.78,9.81,6.11,0.55,0
Cloudy,69.6,0.8,9.79,7.99,0.32,0
Cloudy,68,0.83,9.74,8.34,0.42,0
Cloudy,66.97,0.85,9.67,7.05,0.43,0
Cloudy,64.63,0.87,9.43,2.86,0.89,0
Overcast,64.37,0.89,9.34,2.97,1,0
Overcast,64.12,0.89,8.91,2.7,1,0.0011
Overcast,63.84,0.9,8.69,3.47,1,0.0015
Overcast,63.47,0.91,8.52,2.95,1,0.0021
Overcast,63.6,0.91,8.63,2.31,1,0.0029
Cloudy,63.52,0.92,8.51,2.12,0.78,0.0033
Overcast,63.63,0.92,8.44,2.41,1,0.0032
Overcast,63.86,0.92,8.15,1.59,1,0.0027
Overcast,64.22,0.92,7.39,2.95,1,0.0023
Cloudy,65.85,0.89,8.34,2.67,0.9,0.0017
Overcast,67.23,0.86,9.54,2.54,1,0.0013
Overcast,68.21,0.83,9.94,2.86,1,0.0018
Overcast,67.95,0.81,9.4,2.89,1,0.0045
Drizzle,68.34,0.8,9.29,2.25,0.87,0.0076
Drizzle,69.53,0.79,9.49,2.45,0.67,0.0107
Drizzle,70.63,0.78,10,1.81,0.84,0.0114
Drizzle,70,0.8,9.72,1.53,0.83,0.0062
Drizzle,69.23,0.84,9.63,0.96,0.7,0.0065
Drizzle,68.35,0.89,9.37,0.95,0.77,0.0133
Drizzle,67.59,0.91,9.03,1.47,0.95,0.0073
Cloudy,66.79,0.91,8.67,2.41,0.62,0.0042
Drizzle,65.4,0.92,7.6,2.37,0.42,0.005
Drizzle,64.63,0.93,7.8,2.56,0.52,0.0095
Drizzle,63.41,0.9,10,2.46,0.7,0.0218
Drizzle,62.69,0.89,9.87,2.8,0.72,0.0172
Drizzle,61.86,0.91,9.26,1.58,0.81,0.0125
Drizzle,61.53,0.91,8.81,1.43,0.98,0.0078
Drizzle,60.9,0.91,8.68,1.79,0.94,0.0126
Drizzle,60.73,0.91,8.3,2.95,0.98,0.0209
Drizzle,60.12,0.9,7.66,3.32,0.96,0.0251
Drizzle,59.96,0.89,8.23,3.14,0.81,0.02
Drizzle,59.15,0.88,7.29,5.39,0.98,0.0108
Cloudy,59.58,0.86,8.35,5.81,0.9,0.0037
Overcast,58.73,0.84,9.24,5.51,0.98,0.0015
Overcast,58.94,0.8,10,4.8,1,0.0014
Overcast,61,0.75,10,3.71,0.99,0.0013
Cloudy,63.21,0.71,10,3.49,0.92,0.001
Cloudy,65.53,0.67,10,3.19,0.73,0.0008
Cloudy,66.67,0.67,10,2.96,0.58,0
Cloudy,66.76,0.66,10,2.76,0.64,0
Cloudy,66.36,0.66,9.85,3.02,0.65,0
Cloudy,65.42,0.71,9.63,3.64,0.85,0
Cloudy,64.43,0.76,9.54,4.79,0.72,0
Cloudy,62.96,0.8,9.46,5.54,0.68,0
Cloudy,61.8,0.83,9.29,6,0.86,0
Cloudy,60.79,0.85,9.24,6.37,0.62,0
Cloudy,59.99,0.88,9.17,8.03,0.81,0
Cloudy,59.67,0.83,9.06,4.98,0.72,0.0045
Drizzle,58.91,0.85,7.76,2.98,0.64,0.023
Rain,58.16,0.87,7.44,1.15,0.39,0.0662
Rain,57.51,0.89,7.34,1.97,0.44,0.1392
Rain,57.21,0.89,9.18,2.99,0.45,0.1475
Rain,56.87,0.89,9.12,3.69,0.66,0.0786
Rain,56.37,0.95,9.06,2.43,0.62,0.0559
Drizzle,56.33,0.94,9.06,3.22,0.53,0.0405
Drizzle,55.99,0.93,9.16,5.81,0.41,0.0191
Cloudy,56.96,0.9,9.2,7.12,0.35,0.0024
Cloudy,57.85,0.85,9.39,9.83,0.43,0
Cloudy,56.46,0.8,9.54,13.12,0.52,0
Cloudy,56.87,0.73,9.79,14.54,0.51,0
Cloudy,57.44,0.69,10,16.01,0.44,0
Cloudy,56.8,0.66,10,17.54,0.34,0
Cloudy,55.4,0.64,10,16.38,0.28,0
Cloudy,54.64,0.64,10,15.92,0.33,0
Cloudy,53.47,0.65,10,14.36,0.35,0
Cloudy,51.98,0.66,10,14.31,0.47,0
Cloudy,50.24,0.64,10,16.33,0.72,0
Cloudy,48.8,0.66,10,15.69,0.74,0
Cloudy,48.89,0.65,10,14.88,0.8,0
Cloudy,48.08,0.66,10,15.37,0.7,0
Cloudy,47.56,0.66,10,13.68,0.51,0
Clear,47.02,0.73,10,8.76,0.07,0
Clear,45.78,0.75,10,7.91,0.05,0
Clear,45.32,0.76,10,7.72,0.03,0
Clear,44.55,0.78,10,7.13,0,0
Clear,43.82,0.77,10,6.5,0,0
Clear,43.21,0.74,10,6.52,0,0
Clear,43.23,0.71,10,6.77,0,0
Clear,43.23,0.66,10,7.64,0.02,0
Clear,44.79,0.59,10,9.31,0,0
Clear,48.18,0.53,10,10.96,0.02,0
Clear,51.82,0.48,10,10.88,0.02,0
Clear,55.19,0.44,10,9.94,0,0
Clear,58.35,0.41,10,9.48,0,0
Clear,60.42,0.37,10,8.83,0,0
Clear,62.02,0.35,10,8.13,0.02,0
Clear,62.97,0.34,10,8.32,0.02,0
Clear,63.28,0.36,10,7.39,0,0
Clear,63.02,0.32,10,7.51,0,0
Clear,60.34,0.34,10,5.66,0,0
Clear,56.45,0.37,10,3.17,0.02,0
Clear,52.86,0.42,10,2.44,0,0
Clear,50.25,0.48,10,1.41,0,0
Clear,46.27,0.56,10,1.55,0,0
Clear,44.92,0.61,10,1.62,0,0
Clear,44.42,0.67,9.96,1.43,0,0
Clear,42.74,0.68,9.9,1.68,0,0
Clear,41.13,0.71,9.73,1.99,0,0
Clear,41.56,0.71,9.74,2.43,0,0
Clear,40.16,0.71,9.76,2.29,0,0
Clear,39.09,0.73,9.82,2.42,0,0
Clear,38.46,0.74,9.73,2.87,0,0
Clear,38.84,0.72,9.74,2.75,0.02,0
Clear,42.19,0.67,9.94,3.69,0.02,0
Clear,49.44,0.55,10,4.43,0.02,0
Clear,56.06,0.42,10,4.38,0.02,0
Clear,61.58,0.35,10,3.19,0.02,0
Clear,65.02,0.31,10,3.48,0.04,0
Clear,66.23,0.31,10,3.44,0.04,0
Clear,66.51,0.31,10,5.02,0.04,0
Clear,65.72,0.33,10,6.3,0.04,0
Clear,64.5,0.34,10,7.02,0.02,0
Clear,63.04,0.35,10,6.83,0.02,0
Clear,59.99,0.38,10,5.85,0.01,0
Clear,56.72,0.41,10,6.1,0.01,0
Clear,54.52,0.45,10,6.21,0,0
Clear,52.51,0.49,10,5.12,0,0
Clear,49.86,0.52,10,4.97,0,0
Clear,48.47,0.56,10,3.76,0,0
Clear,47.36,0.56,10,3.42,0,0
Clear,46.01,0.58,10,3.8,0.01,0
Clear,44.99,0.58,10,3.7,0.03,0
Clear,44.05,0.6,10,3.81,0.04,0
Clear,43.23,0.62,10,2.84,0.05,0
Clear,41.83,0.64,10,2.67,0.06,0
Clear,40.26,0.66,10,2.44,0.07,0
Clear,40.16,0.67,10,2.49,0.09,0
Clear,43.15,0.62,10,2.72,0.12,0
Clear,47.36,0.54,10,2.68,0.12,0
Clear,51,0.48,10,2.32,0.11,0
Clear,54.41,0.42,10,2.12,0.08,0
Clear,57.58,0.39,10,3.11,0.09,0
Clear,59.67,0.36,10,3.46,0.07,0
Clear,61.31,0.34,10,3.67,0.1,0
Clear,63.2,0.33,10,4.35,0.09,0
Clear,63.91,0.34,10,3.39,0.13,0
Clear,63.34,0.33,10,3.98,0.14,0
Clear,61.3,0.37,10,3.7,0.1,0
Clear,56.99,0.42,10,3.02,0.01,0
Clear,54.41,0.47,10,2.74,0,0
Clear,52.19,0.52,10,3.02,0,0
Clear,50.76,0.56,10,2.6,0.02,0
Clear,48.79,0.6,10,2.25,0.01,0
Clear,47.32,0.68,9.98,3.11,0.05,0
Clear,46.03,0.7,9.94,2.6,0.12,0
Clear,45.21,0.72,9.88,2.08,0.09,0
Clear,44.94,0.75,9.76,1.95,0.16,0
Clear,43.6,0.79,9.66,2.19,0.18,0
Clear,42.8,0.81,9.62,2.28,0.19,0
Clear,42.45,0.82,9.55,2.17,0.24,0
Clear,43.29,0.82,9.52,2.12,0.23,0
Clear,47.07,0.8,9.5,2.29,0.24,0
Cloudy,53.54,0.72,9.73,4.95,0.39,0
Cloudy,59.59,0.66,9.82,7.19,0.28,0
Cloudy,63.57,0.63,10,9.06,0.36,0
Cloudy,66.8,0.58,10,9.8,0.4,0
Cloudy,68.8,0.54,10,10.22,0.36,0
Cloudy,70.22,0.5,10,10.81,0.29,0
Clear,71.32,0.47,10,10.85,0.21,0
Clear,71.41,0.46,10,9.85,0.19,0
Cloudy,70.33,0.46,10,8.66,0.26,0
Clear,67.72,0.49,10,7.33,0.16,0
Clear,64.21,0.54,10,6.18,0.04,0
Clear,62.3,0.59,10,6.66,0.17,0
Clear,60.55,0.65,9.94,6.23,0.04,0
Clear,58.15,0.73,9.64,8.07,0.02,0
Clear,56.86,0.8,9.48,8.23,0.07,0
Cloudy,55.79,0.86,9.6,7.45,0.47,0
Cloudy,55.62,0.87,9.11,6.99,0.54,0
Cloudy,54.9,0.88,8.16,6.84,0.43,0
Cloudy,53.82,0.9,7.78,6.18,0.45,0
Cloudy,53.32,0.91,7.64,5.69,0.52,0
Cloudy,54,0.92,7.58,5.25,0.59,0
Cloudy,54.4,0.92,7.56,4.83,0.54,0
Cloudy,55.32,0.91,7.01,4.84,0.58,0
Cloudy,56.77,0.89,6.8,5.92,0.75,0
Cloudy,59.69,0.85,7.07,7.8,0.75,0
Cloudy,62.24,0.82,7.48,9.28,0.87,0
Cloudy,64.86,0.76,8.95,10.35,0.88,0
Cloudy,67.62,0.71,9.77,11.6,0.93,0
Cloudy,70.37,0.65,10,11.43,0.86,0
Cloudy,72.8,0.6,10,11.35,0.73,0
Cloudy,74.54,0.57,10,10.38,0.59,0
Cloudy,75.27,0.55,10,9.49,0.63,0
Cloudy,74.4,0.56,10,8.46,0.62,0
Cloudy,72.4,0.59,10,6.63,0.52,0
Cloudy,69.98,0.64,10,4.58,0.54,0
Cloudy,67.86,0.67,9.95,4.63,0.59,0
Cloudy,65.5,0.74,9.57,5.7,0.43,0
Cloudy,63.46,0.8,9.43,5.94,0.35,0
Clear,61.81,0.85,9.19,5.93,0.16,0
Cloudy,61.76,0.91,9.71,5.44,0.88,0
Cloudy,62.53,0.91,9.71,6.21,0.9,0
Cloudy,62.85,0.92,8.53,5.47,0.93,0
Overcast,62.49,0.92,9.57,4.83,0.96,0
Overcast,62.68,0.92,9.54,4.3,0.97,0
Overcast,62.79,0.92,9.39,3.87,0.96,0
Overcast,62.79,0.92,8.72,3.38,0.96,0
Overcast,62.87,0.91,8.07,3.2,0.97,0
Overcast,63.03,0.9,8.18,3.59,0.99,0
Overcast,64.05,0.88,8.59,4.17,1,0
Overcast,65.72,0.87,9.72,2.84,0.98,0
Cloudy,68.71,0.79,9.81,4.31,0.78,0
Cloudy,70.83,0.72,9.87,4.52,0.52,0
Cloudy,73.3,0.64,9.98,5.01,0.3,0
Cloudy,74.73,0.57,10,4.67,0.32,0
Cloudy,75.47,0.55,10,5.97,0.57,0
Cloudy,76.36,0.53,10,5.38,0.51,0
Clear,75.89,0.52,10,4.59,0.13,0
Clear,74.3,0.57,10,4.55,0.23,0
Clear,72.26,0.65,10,5.47,0.19,0
Clear,70.37,0.7,9.94,6.63,0.07,0
Clear,68.34,0.78,9.78,7.58,0.06,0
Clear,66.61,0.86,9.68,8.25,0.16,0
Cloudy,65.59,0.89,9.65,8.87,0.8,0
Cloudy,64.3,0.85,10,5.73,0.76,0
Cloudy,64.13,0.86,10,5.55,0.7,0
Cloudy,63.88,0.85,10,6.75,0.68,0
Cloudy,63.43,0.86,10,6.07,0.67,0
Cloudy,63.27,0.85,10,6.38,0.69,0
Cloudy,63.45,0.85,10,6.53,0.75,0
Cloudy,64.01,0.84,10,6.28,0.78,0.0008
Cloudy,64.5,0.83,10,6.3,0.75,0
Cloudy,65.14,0.82,10,5.58,0.69,0
Cloudy,66.6,0.79,10,6.11,0.66,0
Cloudy,69.35,0.74,10,6.82,0.53,0
Cloudy,72.81,0.66,10,5.29,0.49,0
Cloudy,75.5,0.58,10,4.55,0.56,0
Cloudy,76.98,0.53,10,6.44,0.46,0
Cloudy,76.71,0.48,10,6.39,0.3,0
Cloudy,75.56,0.49,10,8.04,0.28,0
Cloudy,74.4,0.48,10,7.65,0.27,0
Clear,73.89,0.47,10,6.97,0.19,0
Clear,71.55,0.45,10,6.59,0.16,0
Clear,68.26,0.45,10,6.9,0.07,0
Clear,65.63,0.46,10,5.55,0.01,0
Clear,63.07,0.47,10,5.27,0,0
Clear,60.58,0.48,10,5.17,0.01,0
Clear,58.76,0.48,10,5.39,0.05,0
Clear,58.21,0.58,10,3.96,0.2,0
Clear,56.85,0.59,10,2.65,0.21,0
Clear,54.93,0.61,10,2.51,0.21,0
Clear,53.3,0.63,9.76,1.83,0.22,0
Clear,51.91,0.65,9.63,0.85,0.23,0
Clear,49.85,0.67,9.59,1.26,0.23,0
Clear,48.1,0.66,9.83,1.71,0.11,0
Clear,48.81,0.64,10,1.88,0.13,0
Clear,52.46,0.6,10,1.29,0.14,0
Clear,56.83,0.52,10,4.38,0.08,0
Clear,60.33,0.46,10,4.4,0.06,0
Clear,64.16,0.43,10,4.71,0.1,0
Clear,68.04,0.41,10,5.14,0.1,0
Clear,71.43,0.42,10,5.46,0.1,0
Clear,73.12,0.44,10,6.42,0.07,0
Clear,74.68,0.46,10,6.88,0.09,0
Cloudy,75.1,0.48,10,6.31,0.38,0
Cloudy,74.01,0.55,10,7.42,0.48,0
Cloudy,72.25,0.61,9.99,7.46,0.58,0
Cloudy,69.75,0.71,9.87,9.64,0.4,0
Cloudy,66.91,0.8,9.65,9.77,0.28,0
Cloudy,65.78,0.86,9.49,10.94,0.65,0
Overcast,65.79,0.88,9.06,10.15,0.96,0
Overcast,65.79,0.89,9.03,10.69,0.98,0
Cloudy,64.01,0.82,8.74,8.97,0.73,0
Cloudy,64.63,0.83,9.18,8.81,0.66,0
Cloudy,64.17,0.84,9.5,8.67,0.59,0
Cloudy,64.04,0.86,9.39,9.06,0.53,0
Cloudy,64.01,0.86,8.99,8.4,0.56,0
Cloudy,64.14,0.85,9.11,6.45,0.64,0.001
Cloudy,64.76,0.85,9.39,6.1,0.69,0.0011
Cloudy,65.76,0.83,9.37,5.19,0.66,0.001
Cloudy,67.35,0.8,9.13,4.69,0.58,0.0008
Cloudy,69.55,0.74,9.53,5.21,0.38,0
Clear,73.05,0.62,9.92,6.03,0.2,0
Clear,76,0.45,10,9.58,0.13,0
Clear,77.4,0.36,10,9.76,0.07,0
Clear,78.78,0.31,10,9.65,0.04,0
Clear,79.49,0.28,10,9.76,0.03,0
Clear,79.09,0.26,10,9.52,0.02,0
Clear,78.41,0.25,10,8.45,0.01,0
Clear,77,0.25,10,7.74,0.02,0
Clear,74.53,0.26,10,6.6,0.01,0
Clear,70.46,0.29,10,5.78,0.01,0
Clear,66.87,0.33,10,5.17,0,0
Clear,63.92,0.38,10,3.75,0,0
Clear,61.14,0.42,10,3.94,0.01,0
Clear,58.85,0.44,10,2.82,0.11,0
Clear,57.14,0.53,10,2.63,0.01,0
Clear,55.32,0.56,10,2.16,0.01,0
Clear,53.77,0.6,10,2.06,0.01,0
Clear,52.36,0.63,10,2.22,0.03,0
Clear,50.72,0.65,10,2.1,0.05,0
Clear,48.84,0.69,9.43,2.28,0.1,0
Clear,48.03,0.7,8.13,3.2,0.1,0
Cloudy,48.84,0.69,7.95,2.07,0.28,0
Cloudy,52.75,0.65,7.97,1.64,0.28,0
Cloudy,58.32,0.56,9.41,2.28,0.28,0
Cloudy,62.22,0.48,9.63,3.1,0.28,0
Clear,65.75,0.41,10,4.29,0.11,0
Clear,68.44,0.37,10,4.63,0.07,0
Clear,70.62,0.34,10,5.25,0.05,0
Clear,72.52,0.32,10,5.49,0.07,0
Clear,73.68,0.32,10,6.05,0.08,0
Clear,74.26,0.32,10,6.18,0.09,0
Clear,73.56,0.33,10,5.93,0.09,0
Clear,70.4,0.36,10,5.26,0.07,0
Clear,66.15,0.4,10,4.34,0.11,0
Clear,63.35,0.44,10,4.26,0.08,0
Clear,60.96,0.48,10,4.25,0.05,0
Clear,59.8,0.54,10,4.99,0.06,0
Clear,58.18,0.62,9.86,5.43,0.08,0
Clear,58.27,0.73,10,3.66,0.24,0
Cloudy,56.3,0.8,9.96,2.98,0.8,0
Cloudy,56.96,0.88,9.95,2.93,0.78,0
Cloudy,56.51,0.91,9.93,3.13,0.72,0
Cloudy,56.43,0.92,9.83,1.89,0.8,0
Cloudy,56.58,0.92,9.72,1.75,0.86,0
Cloudy,56.9,0.92,9.66,1.91,0.9,0
Overcast,57.06,0.91,9.73,1.64,0.95,0
Cloudy,58.18,0.89,9.86,2.48,0.9,0
Cloudy,60.5,0.85,10,3.26,0.85,0
Cloudy,63.48,0.8,10,3.53,0.66,0
Cloudy,66.43,0.73,10,3.64,0.28,0
Clear,69.6,0.65,10,4.04,0.17,0
Clear,72.02,0.58,10,3.74,0.15,0
Clear,74.35,0.52,10,4.52,0.12,0
Clear,75.84,0.48,10,5.63,0.08,0
Clear,76.23,0.45,10,5.53,0.14,0
Clear,75.49,0.47,10,6.44,0.15,0
Clear,73.64,0.5,10,5.25,0.15,0
Clear,70.32,0.56,10,4.23,0.1,0
Clear,67.99,0.6,10,4.16,0.08,0
Clear,65.58,0.63,10,4.65,0.08,0
Clear,63.93,0.66,9.93,4.87,0.04,0
Clear,62.02,0.74,9.75,5.78,0.15,0
Cloudy,60.85,0.85,9.71,6.72,0.29,0
Cloudy,59,0.88,9.65,5.94,0.35,0
Cloudy,57.39,0.9,9.57,5.2,0.48,0
Cloudy,56.83,0.92,9.48,4.63,0.83,0
Cloudy,56.81,0.93,9.19,4.92,0.84,0
Cloudy,57,0.93,8.6,5.07,0.88,0
Cloudy,57.12,0.93,8.05,5.13,0.93,0
Overcast,57.6,0.92,7.32,5.19,0.96,0
Cloudy,59.02,0.91,7.01,6.63,0.89,0
Cloudy,61.18,0.89,8.41,7.98,0.86,0
Cloudy,64.01,0.84,9.32,9.51,0.86,0
Cloudy,66.45,0.8,9.51,9.98,0.81,0.0013
Cloudy,68.27,0.76,9.59,10.84,0.78,0.0019
Cloudy,70.02,0.71,9.7,11.34,0.81,0.0011
Cloudy,71.88,0.68,9.32,11.48,0.64,0.0025
Cloudy,73.41,0.65,9.1,12.03,0.63,0.0032
Cloudy,73.57,0.63,8.99,12.06,0.7,0.0008
Cloudy,73.9,0.62,8.93,12.54,0.68,0
Cloudy,72.14,0.64,9.46,11.58,0.82,0
Cloudy,69.95,0.67,9.98,9.94,0.82,0
Cloudy,67.84,0.73,9.67,10.94,0.78,0
Cloudy,65.91,0.79,9.5,11.87,0.63,0
Cloudy,64.38,0.84,9.36,11.45,0.57,0
Cloudy,63.93,0.85,9.33,10.8,0.71,0.0018
Cloudy,64.45,0.88,9.86,10.8,0.91,0.002
Cloudy,64.06,0.89,9.82,10.81,0.93,0.0018
Cloudy,63.88,0.9,9.8,10.04,0.88,0.0016
Cloudy,63.65,0.91,8.72,8.94,0.8,0.0013
Cloudy,63.76,0.91,7.67,9.92,0.84,0.0023
Overcast,64.3,0.92,9.68,9.76,0.95,0.0036
Overcast,64.56,0.91,9.17,9.62,1,0.0043
Overcast,65.19,0.89,6.92,10.35,0.95,0.0035
Cloudy,65.95,0.88,6.61,11.28,0.86,0.0021
Cloudy,67.02,0.86,8.25,12.65,0.86,0.001
Cloudy,68.78,0.8,9.6,13.09,0.78,0
Cloudy,70.71,0.75,9.99,13.92,0.89,0
Cloudy,72.27,0.7,10,13.38,0.93,0.0008
Drizzle,73.94,0.66,10,13.6,0.87,0.0052
Drizzle,74.97,0.62,10,13.92,0.69,0.011
Drizzle,75.19,0.61,10,13.11,0.52,0.0308
Drizzle,74.26,0.62,10,13.02,0.72,0.03
Drizzle,72.34,0.69,9.62,12.89,0.79,0.0277
Drizzle,70.85,0.78,9.31,12.93,0.85,0.0162
Drizzle,69.44,0.85,9.21,13.54,0.97,0.0102
Drizzle,68.99,0.88,9.15,14.24,0.99,0.0146
Drizzle,68.77,0.89,9.05,12.42,1,0.0424
Drizzle,68.66,0.89,9.09,11.83,1,0.0213
Drizzle,68.6,0.9,9.04,11.22,0.97,0.0362
Drizzle,67.72,0.89,7.48,10.5,0.94,0.0092
Drizzle,67.41,0.91,7.77,10.04,0.94,0.0135
Drizzle,67.3,0.91,8.36,10.14,0.88,0.0125
Drizzle,66.9,0.92,8.51,9.58,0.8,0.0134
Drizzle,66.67,0.92,9.21,10.57,0.84,0.012
Drizzle,67.17,0.91,9.35,10.83,0.95,0.0171
Drizzle,67.2,0.9,9.29,9.13,1,0.0247
Drizzle,68.04,0.92,9.07,7.65,0.98,0.0434
Rain,67.8,0.92,8.32,7.67,0.94,0.0948
Rain,68.31,0.92,8.9,8.79,0.9,0.1224
Rain,68.56,0.91,5.97,8.49,0.79,0.121
Rain,70.36,0.89,7.82,9.6,0.96,0.121
Drizzle,72.87,0.85,8.57,10.45,0.87,0.0469
Drizzle,75.33,0.76,9.42,8.12,0.63,0.0528
Drizzle,77.3,0.69,9.95,7.58,0.54,0.0332
Drizzle,78.48,0.65,9.95,5.91,0.49,0.0263
Drizzle,78.68,0.63,10,6.24,0.54,0.018
Drizzle,77.52,0.64,10,6.9,0.55,0.018
Drizzle,76.6,0.68,9.95,6.34,0.49,0.0216
Drizzle,74.25,0.75,9.64,6.61,0.25,0.018
Cloudy,72.88,0.81,8.98,7,0.33,0.0011
Cloudy,71.6,0.87,8.31,7.26,0.84,0.0014
